country_name,iso3,transparent_rules,common_infra,specialized_infra,contract_enforcement,subsidies_clientelism,exclusivity
Afghanistan,AFG,0.05541634987273148,0.18698299355742418,0.1297003355316441,0.21969221434101227,0.9911545623836127,0.9309346391984471
Albania,ALB,0.5801295824931407,0.5445545044039728,0.3429328494369647,0.5654122988722198,0.7880327953651977,0.45404255448303726
Algeria,DZA,0.24735050080989057,0.5466969195019813,0.22518748750959788,0.23573012784298958,0.7974213738878544,0.8034625083853202
Angola,AGO,0.3637565700307428,0.12956598273915026,0.33349596971555673,0.2628366078714456,0.772247223946479,0.6757690318871188
Argentina,ARG,0.4448712439258206,0.7039956929879012,0.5206212019800269,0.5226340677505074,0.4375431064211325,0.4523652399235873
Armenia,ARM,0.5419060526924729,0.6842076233976384,0.5316359475207326,0.2942585734312556,0.416188185392096,0.3501439733146854
Australia,AUS,0.9576014016065585,0.8834169373760847,0.6548909608224159,0.9426955830351725,0.06763828539899303,0.1086049699124528
Austria,AUT,0.8695910878979207,0.7723558401005768,0.754566311351059,0.8602828866151947,0.14217790882129805,0.2949246378963491
Azerbaijan,AZE,0.2367624210769892,0.4861155577420926,0.2471987352331657,0.1007260477475781,0.8715040692461549,0.7635427445344369
Bahrain,BHR,0.456427886681432,0.5747857646404495,0.4989270969719159,0.28358755466281677,0.637177563969929,0.6267744862340193
Bangladesh,BGD,0.31807874119863805,0.4897066458522515,0.23513444931789257,0.33962086498022726,0.4054934823091248,0.6651477047874441
Barbados,BRB,0.7498793428316419,0.7534329651744289,0.6209840520528638,0.8448308329671709,0.2737645699703428,0.23006059471424295
Belarus,BLR,0.14888102872632308,0.6251357913768176,0.5857880260060104,0.20354968300797188,0.19352627767432234,0.7820684935633224
Belgium,BEL,0.9033684836864897,0.7980871405350896,0.8900541702460931,0.8187914548155588,0.14350558659217877,0.21238774161426127
Benin,BEN,0.5284783974083501,0.17317470779914718,0.35560932341968227,0.6227167158370472,0.5565426925994896,0.5020345454295593
Bhutan,BTN,0.6986016991173846,0.6871648667098069,0.2495082725905357,0.6302648923482519,0.3286821504931375,0.5011145741655669
Bolivia,BOL,0.32436613665663944,0.35326726021010435,0.3125748883806517,0.24976460988010796,0.4859947237740534,0.5753543658568514
Bosnia and Herzegovina,BIH,0.49819179531255164,0.4577704501235364,0.5454283431553001,0.48546596781955514,0.8500370715221739,0.4399537543802184
Botswana,BWA,0.7759445968728307,0.38390068531501287,0.26354380138175004,0.6123700123449041,0.4063081936685289,0.2413498887399276
Brazil,BRA,0.6691415159829427,0.6083798894982065,0.6086645378728862,0.7617695059946017,0.44474187875025867,0.3038650266389324
Bulgaria,BGR,0.49216224257049357,0.5580304285848677,0.6158216568997842,0.5307994894649845,0.6879483067797779,0.3181782733557838
Burkina Faso,BFA,0.4463191299461175,0.24264121934174018,0.35228053562385486,0.3841932919046722,0.5386405959031657,0.6301616244460768
Burma/Myanmar,MMR,0.08131301444580345,0.17746935994492524,0.24939984209697133,0.10921578473835081,0.8907640182081522,0.896195520741618
Burundi,BDI,0.14106641102773462,0.07093987165952845,0.21232876712328766,0.11943694683321826,0.8621844609973102,0.8491524420590136
Cambodia,KHM,0.1537007041089551,0.2738549820668541,0.4001833918824309,0.11463498838742076,0.7957057383267812,0.8023449882092736
Cameroon,CMR,0.21586724405804766,0.14571906783263605,0.17555385342683322,0.20032222291967444,0.8772372232567763,0.77189852333212
Canada,CAN,0.881425407424548,0.7721065889058537,0.8129095960457253,0.8369949574205428,0.08778622663631974,0.10878164397357362
Cape Verde,CPV,0.6700869392747347,0.4918323876216421,0.32304488014905347,0.7063429790973573,0.37813383681633217,0.2900288044789573
Central African Republic,CAF,0.07848335592211828,0.057989841032921915,0.4065633722118937,0.21712907747996568,0.6960350713842334,0.7680310830361959
Chad,TCD,0.09991735810386433,0.03944975358653077,0.04069767441860465,0.1705689117653213,0.9317668459893786,0.7759464946925622
Chile,CHL,0.8413804502330501,0.7917149338311789,0.5099169255441661,0.8830895737869562,0.16124818953031245,0.16806923603986385
China,CHN,0.3485736008726984,0.700868192296121,0.8135588160261804,0.18115623626890967,0.1941340782122905,0.7992150929584941
Colombia,COL,0.5665829228785826,0.4805482281473242,0.5507035574646265,0.6999508296194004,0.6530838333678185,0.2647180798650433
Comoros,COM,0.2047469505140326,0.21862102105045356,0.22587474779653818,0.15324419894126756,0.7611430098627492,0.5163579603088079
Costa Rica,CRI,0.8242834947605038,0.8429869445930345,0.5571262261045777,0.869630489820685,0.150290537278433,0.2617423343717318
Croatia,HRV,0.6606922085220324,0.6907146046369804,0.7173976257309636,0.6870619128324231,0.3189918270225533,0.332865258718556
Cyprus,CYP,0.7872202571815807,0.7425198995039257,0.6099150196806851,0.6822442617119662,0.26584160976619076,0.2436695913629332
Czechia,CZE,0.8892697762057453,0.7907123200239948,0.7635758087810309,0.8782196137509677,0.10302865714876885,0.17622950139471194
Democratic Republic of the Congo,COD,0.09683426443202979,0.06783353397909977,0.07945299855381495,0.1640878371309606,0.8036545623836127,0.8245696069589633
Denmark,DNK,0.9874450431390698,0.8994023174438418,0.8237112241951666,0.988821584750905,0.045179839988964764,0.023212691965975293
Djibouti,DJI,0.31622756272519914,0.33744265178588184,0.5262667879289296,0.2949856673571443,0.6959661011104215,0.6565936809231453
Dominican Republic,DOM,0.5533800535519487,0.36445322478781145,0.6441299108442842,0.6061243278304355,0.8782631560797296,0.4195058087895391
Ecuador,ECU,0.3065882119599352,0.41454375401242327,0.3797791952658152,0.4062571924758856,0.7125275881095248,0.49974443178425415
Egypt,EGY,0.2791180456844402,0.5413736010886632,0.6465559938467201,0.4356914192454962,0.6624724118904752,0.7737432130801806
El Salvador,SLV,0.19110773197580244,0.38059902798491824,0.3752484084705534,0.16626388801707365,0.6100463825091386,0.5074444064878281
Equatorial Guinea,GNQ,0.13796568708472448,0.19274968146623542,0.18399107352595725,0.09702257652794342,0.8401915649355127,0.9082313520096025
Eritrea,ERI,0.04410432712968166,0.13786318294183628,0.16126380079868452,0.1033728788734752,0.9241154562383613,0.971834466423243
Estonia,EST,0.9438927638755744,0.870189095842352,0.7179265884440759,0.9343575418994413,0.07109542037381889,0.07900577542109251
Eswatini,SWZ,0.22383392284552578,0.20967449791980494,0.45978018477222043,0.3110288117506748,0.7483490240706256,0.6878417495609499
Ethiopia,ETH,0.26496975306601434,0.21511092558676012,0.3244929383030689,0.24623375808172746,0.580958169528933,0.7463519200538992
Fiji,FJI,0.615559816204423,0.5694713640900956,0.31706476739071016,0.5107076350093109,0.38416873577488103,0.34901640511710214
Finland,FIN,0.9600046279461836,0.866862357791452,0.7712126518895,0.9068639758960517,0.1033304020966963,0.11836758614512227
France,FRA,0.8885127764371425,0.7862059332104464,0.8369138911960005,0.8834557361956772,0.11971946341126975,0.18654011968848072
Gabon,GAB,0.5349046312518595,0.3099407639870469,0.275446610672203,0.39342058460443996,0.5452401889785502,0.6300677375250157
Georgia,GEO,0.5393672936431854,0.6653230768314855,0.30069543223705053,0.42324189734898415,0.44626784605834885,0.43907818133691767
Germany,DEU,0.9646953819708439,0.8118402441974111,0.7623047116344379,0.9329504320716423,0.035041209738602676,0.23664847439956035
Ghana,GHA,0.5776602426366071,0.33411655541109847,0.3710842670426719,0.61702027493566,0.6484197186012829,0.4189906851267746
Greece,GRC,0.703937059931903,0.8060208773445247,0.7791970947960136,0.6151005377356517,0.22159717911580107,0.5484337589784517
Guatemala,GTM,0.48193448150474366,0.3597637819237353,0.48561540656119273,0.5754294561965141,0.7773941306296986,0.44482467016154725
Guinea,GIN,0.1374863640871376,0.21069052747302058,0.15819620186593458,0.2611784152490951,0.6015889026829436,0.6983031837785774
Guinea-Bissau,GNB,0.19514726785891376,0.18171260624844437,0.14921100102026863,0.1919789508923901,0.6208747154976205,0.767427826567279
Guyana,GUY,0.44534064989587124,0.40323505503932816,0.39992041443568455,0.5433222438432407,0.5583229877922615,0.4996287474268026
Haiti,HTI,0.13389309444315892,0.12315710619274772,0.20319123200067316,0.3161027765572364,0.9334264432029795,0.6883353835165462
Honduras,HND,0.47887673134772407,0.31218377872954134,0.4569457081933724,0.5573828803381248,0.7968178839919995,0.41120342914174535
Hong Kong,HKG,0.6560510396350534,0.6630390337691057,0.8292554305259301,0.6211945263950788,0.512384474791365,0.7490255943874237
Hungary,HUN,0.5498132293147334,0.6238940927386898,0.7577241941944066,0.5552068294520118,0.5479127870887648,0.41811960426768763
Iceland,ISL,0.9204951902416448,0.7923162684059771,0.6171407357619056,0.9206839913794908,0.17183512656045247,0.22120449848573737
India,IND,0.45587914449109124,0.44406095788623473,0.7240621748078503,0.42649028100349423,0.4766147665356232,0.5546135547869244
Indonesia,IDN,0.4030346104261016,0.48902529652078863,0.5717347402441664,0.4193344213587764,0.69279346851507,0.6403605501302405
Iran,IRN,0.21247231496479455,0.5098542508758941,0.43496984216568174,0.26673362207854706,0.4441470101386302,0.9029785436612785
Iraq,IRQ,0.1897590162308684,0.5212558883316598,0.22828251562743812,0.27072479233360536,0.8453988206083178,0.7366779442902673
Ireland,IRL,0.9331162606194836,0.7011821789756301,0.7098956670448383,0.8886081643755361,0.24740068280571076,0.058256292077981504
Israel,ISR,0.7943274602492479,0.7449175253892174,0.867634318920616,0.7750559705396187,0.1571617008069522,0.35399106855377227
Italy,ITA,0.7486297973620707,0.6926737504757834,0.7326613217553088,0.6671688322557696,0.28406700462100837,0.26349960297510444
Ivory Coast,CIV,0.442782056791511,0.39187678504865286,0.3439469962447025,0.35700311761136566,0.4953746810124836,0.6298958078234741
Jamaica,JAM,0.7424415721794321,0.4973210001625634,0.3926622642817077,0.7444657167367607,0.22871835988688874,0.21701075290211844
Japan,JPN,0.9037354137053321,0.7333539292916054,0.8273399955168846,0.8333124097671207,0.1907243603007104,0.13137105930599727
Jordan,JOR,0.6656771676969356,0.6038261580576939,0.5774668877368782,0.5999466449061578,0.5564564797572247,0.4102332131029441
Kazakhstan,KAZ,0.39099533899705796,0.6224785142235117,0.4699192430957472,0.24241520724792334,0.562448272294641,0.6257316882534601
Kenya,KEN,0.5207960067435787,0.274149195691584,0.5269079758545508,0.6721172556650555,0.5305064142354645,0.4166050531739836
Kuwait,KWT,0.643301047899243,0.7088891027535934,0.35452199748134877,0.5412246563304249,0.6084729981378025,0.4992657142649983
Kyrgyzstan,KGZ,0.37880400647912466,0.5067206737367976,0.5389610973060722,0.38735275040277867,0.7394777226015588,0.6029811000419993
Laos,LAO,0.319814221017487,0.38536534282774537,0.3835833376919163,0.4088674073609106,0.3226989792399476,0.7941218539549871
Latvia,LVA,0.898039734223662,0.7520136473070563,0.6689154423554197,0.8429110957671626,0.176792364990689,0.1561289405434503
Lebanon,LBN,0.23212786354170112,0.36545495910919973,0.6310878778225067,0.3530799489464984,0.9276544934133388,0.6376767357876282
Lesotho,LSO,0.5513470629070113,0.37000197857652967,0.2510353615801211,0.5803935722804595,0.3580807297054969,0.34713609300162446
Liberia,LBR,0.31097153813097084,0.12590265378873133,0.1717040359325905,0.455694348544766,0.7798167114973447,0.6668899170912437
Libya,LBY,0.04975703282536115,0.5046656946975068,0.1758296913950333,0.30487728328416297,0.4173003310573143,0.7955871382626432
Lithuania,LTU,0.8047138937555783,0.7869250573793753,0.7130924627591966,0.8504383487121545,0.15664442375336232,0.23926099628220943
Luxembourg,LUX,0.968252289180523,0.8294331951445889,0.7264775976268263,0.8001799426694286,0.05061987033588524,0.1373312997239386
Madagascar,MDG,0.1779147796767049,0.05519740187841437,0.1748465166420785,0.36257924800703034,0.9199384440306229,0.5641153024540448
Malawi,MWI,0.5594988595418333,0.2631034117193397,0.30828554741425085,0.4747191011235955,0.6861378370922133,0.5432650966566648
Malaysia,MYS,0.5834055072559584,0.49470075981668515,0.8155581943903202,0.556817944050384,0.5078669218566798,0.2863331900033795
Maldives,MDV,0.6066675481802254,0.5680127461231774,0.2612978703891415,0.6051984600255267,0.4193392647768812,0.2904703131090035
Mali,MLI,0.32806849360351725,0.32044506557052477,0.33994876671545177,0.5551440587533739,0.5274674115456238,0.6733278418622043
Malta,MLT,0.7604046147234802,0.8019861163265234,0.7886990247440357,0.742373360115498,0.2464350989723429,0.18428809280376235
Mauritania,MRT,0.19411589699514065,0.24259667922892195,0.1130274155591183,0.24905843952043186,0.7126569073729223,0.7484683949261702
Mauritius,MUS,0.7547585203794915,0.6079005328380069,0.3961819342215552,0.6280365325466073,0.40166132147044625,0.23508527995753314
Mexico,MEX,0.33715249082674953,0.5405911723931893,0.6609309792720003,0.4156204883560354,0.538972515345886,0.4696841189042108
Moldova,MDA,0.6019767941555652,0.5419191959448103,0.2736192098054371,0.645614943610989,0.450940582109111,0.35854661788783115
Mongolia,MNG,0.461518627483389,0.5228123916325893,0.2598469679041464,0.5413031197037224,0.6247629146837713,0.4114574352251968
Montenegro,MNE,0.6837526032197283,0.6554358790646266,0.48800141895290555,0.6184116920887996,0.5190573487826746,0.2432555010452616
Morocco,MAR,0.45485107930316354,0.5543457644160883,0.5614809290741116,0.6196147971460255,0.533713531967722,0.5206560385946162
Mozambique,MOZ,0.2332220422465373,0.0841199872507771,0.2045870862173825,0.3635260393781516,0.7214161321470447,0.7218634205212321
Namibia,NAM,0.755194869591088,0.31443297447360746,0.3547949730057733,0.6775626137718913,0.3864533760949031,0.32074620084788974
Nepal,NPL,0.5141813493768801,0.37705779380385407,0.47541679940533077,0.5573985730127843,0.48303762328436445,0.28411541139380275
Netherlands,NLD,0.9022941390367261,0.9105367060223645,0.856626706287455,0.8844757600485427,0.04186926684598939,0.09175072848419609
New Zealand,NZL,0.9475157846021619,0.8404812280583669,0.64714308761794,0.9308946916912518,0.075802641561487,0.0844097522871297
Nicaragua,NIC,0.06844071270371227,0.2083399018006752,0.19578420561907078,0.052225221266712696,0.8701936340437271,0.8112339551579386
Niger,NER,0.4589335889722654,0.20925986854405765,0.3361606668790485,0.5070512418136547,0.3514897579143389,0.5708917618887873
Nigeria,NGA,0.27412978083369144,0.20138817545985177,0.2401127165585378,0.42508840206724835,0.7541770122077385,0.4781407124448191
North Macedonia,MKD,0.48585501305741957,0.5573720688891015,0.5361138486715995,0.3096897035130668,0.6323324022346368,0.29026909764241
Norway,NOR,0.9350566923407491,0.8952511690887829,0.6652170590995865,0.9352520243550311,0.021221291123525752,0.17305413418311721
Oman,OMN,0.5693365508578229,0.568264217558266,0.5266963062119787,0.4905843952043186,0.5057633285054142,0.6199552935382078
Pakistan,PAK,0.22501074344649763,0.2290203522115513,0.40812038170215803,0.2653997447324922,0.7758595420373819,0.7103632440556862
Panama,PAN,0.6062477273478563,0.39841523301871606,0.4000947045901924,0.5255685979118281,0.6188314711359404,0.3616153545150844
Papua New Guinea,PNG,0.3949158705497339,0.10902675027595762,0.3355064435706146,0.6709978448726801,0.8923675770742809,0.39304278547868315
Paraguay,PRY,0.4086013685498,0.4300771767851569,0.3207231510820477,0.4276776933860607,0.710820573832678,0.4949568907492248
Peru,PER,0.5237942547353807,0.47952828908498835,0.39175071454555993,0.47791517586257404,0.6281165942478791,0.4225976985780585
Philippines,PHL,0.3650325609070775,0.4258565060004794,0.7202356401259941,0.4470215303496328,0.852821746327333,0.4939473865412294
Poland,POL,0.7296419953059403,0.7217990973006995,0.7710556803901953,0.6914663235201808,0.17083505759017864,0.2840162009378599
Portugal,PRT,0.7523916564741662,0.8366848507427731,0.7736218579933736,0.6736969849141088,0.08266518380577968,0.48035725381430366
Qatar,QAT,0.6019800998314105,0.7071413041167905,0.48936705845746575,0.462588663611826,0.728584729981378,0.5120864694363638
Republic of the Congo,COG,0.21441274668605997,0.2065521388372924,0.2335504417413164,0.17797062331303748,0.8818582316021795,0.7802292243059258
Romania,ROU,0.5148975791433892,0.6635627767858654,0.6474168112970792,0.5504781034879584,0.35231309055796955,0.3507251961304068
Russia,RUS,0.15979637036792171,0.5090816072286795,0.5083692372335267,0.23777540644027367,0.5320668666804608,0.7197038521158624
Rwanda,RWA,0.4936101285907904,0.2735671934036253,0.3856087007479917,0.3564277195405185,0.3151898406786675,0.6365771000390605
Sao Tome and Principe,STP,0.5627714786288056,0.3535994352298934,0.40150308436386806,0.5833961040319713,0.5729705496930823,0.4737127019184964
Saudi Arabia,SAU,0.430848566989521,0.6602217824547233,0.5022661621470247,0.3451185320025945,0.6205772811918063,0.6060204697564262
Senegal,SEN,0.6168556411358302,0.3198401884515421,0.3237278809116974,0.5536375619860648,0.45723411959445476,0.5487756471982146
Serbia,SRB,0.5813130144458034,0.4852244233722108,0.6426637192841833,0.41505032117674134,0.8032062556038347,0.46888070836352264
Seychelles,SYC,0.8505702290833361,0.6129853506941615,0.27932860783689073,0.824922059715858,0.21320004827919167,0.33641394122256235
Sierra Leone,SLE,0.4184985620310072,0.33973659265111017,0.16349541930937278,0.5137206285439291,0.48868456445272085,0.5918158380558528
Singapore,SGP,0.9518230802287527,0.7572545831173365,0.9181090686026923,0.6963467453392757,0.2864982067728809,0.20417956986536723
Slovakia,SVK,0.6198208323691778,0.671448720000063,0.7233671624732523,0.6791841901533697,0.1997249810331747,0.20678198772096568
Slovenia,SVN,0.7676374334732736,0.772703599854677,0.7340458315067477,0.6741886887201054,0.22154976205255536,0.28069179492360963
Solomon Islands,SLB,0.5057353475918152,0.26887014883015353,0.21971077487825144,0.6454606323101709,0.7128034692047727,0.29947815166082026
Somalia,SOM,0.17483058411292188,0.11609836754643783,0.14078260915296667,0.14021927897390832,0.8058659217877095,0.8194754122484589
South Africa,ZAF,0.6488744173746323,0.6190817801737185,0.6178704314238718,0.7604879375640784,0.264582902269122,0.34965739259114975
South Korea,KOR,0.8631086575650392,0.7769628388591119,0.9234020994416559,0.7576475634507145,0.15588575074143046,0.22541066284043418
South Sudan,SSD,0.04341344087798751,0.029854233491186478,0.12209302325581395,0.14353566421860942,0.9743947858472998,0.9049632149761779
Spain,ESP,0.8334931076658623,0.8147306465891007,0.811407684151949,0.8578452911514238,0.15561849093040897,0.18943776594414055
Sri Lanka,LKA,0.6160986413672275,0.6136019932420065,0.454541998538579,0.7671311698365869,0.1275044830677978,0.3832789741606095
Sudan,SDN,0.13501041287891308,0.18249623014256378,0.11643289893029567,0.0977915175862574,0.6689944134078212,0.8459243095233739
Suriname,SUR,0.5665994512578096,0.48644701933284445,0.3524084827246662,0.5988220032222291,0.49385733498861994,0.3870192831441144
Sweden,SWE,0.9570427423886814,0.8352973173690548,0.8402829234148347,0.9402789111376143,0.08642406372853301,0.07951371712944544
Switzerland,CHE,0.9766619285312882,0.8204432081949281,0.8950722955343781,0.9477852405163936,0.07962187047382581,0.12950904684167505
Syria,SYR,0.2063138408647648,0.35807970808058265,0.2741620736144044,0.23029523151926015,0.5938642320160011,0.8908203060191872
Taiwan,TWN,0.8940696175333047,0.8365921787709497,0.8982558139534884,0.6956876530035779,0.2570134147182564,0.17797916303408678
Tajikistan,TJK,0.07330005619648937,0.354857401280118,0.2175920195725948,0.1816453246291298,0.7396587695703152,0.8300877019852413
Tanzania,TZA,0.5285445109252587,0.14307548728679295,0.4620433789954338,0.41356474797564496,0.5281872887785364,0.543597409890711
Thailand,THA,0.4449406631185746,0.6701289623848723,0.8244070668775187,0.5081392672567112,0.6465661424925857,0.569991006839309
The Gambia,GMB,0.5566030875012397,0.46487946911629663,0.4508784670006278,0.7586048166049422,0.392264121663563,0.3954198040243009
Timor-Leste,TLS,0.6405959031657356,0.524344240630069,0.10641296687808316,0.5136840123030569,0.41777881233188496,0.5554916598214479
Togo,TGO,0.38424184324485144,0.35250683096002555,0.3108575184259997,0.21331575753771473,0.6241421822194634,0.7130257666676113
Trinidad and Tobago,TTO,0.6741760602955275,0.5894398000214127,0.3228554282877047,0.7035339903333124,0.2975851782881578,0.3552122603561693
Tunisia,TUN,0.4606657631152689,0.7637453994487539,0.5460826406788497,0.5765540978804428,0.3008526450100007,0.5779863359553509
Turkmenistan,TKM,0.07089021850517338,0.5888712032290684,0.09506113641812515,0.09219446362438014,0.8977386371473894,0.9511676142478461
Türkiye,TUR,0.24586955803113947,0.5565552541440879,0.729326056392885,0.3094961605256,0.734865335540382,0.5740603193116443
Uganda,UGA,0.39716373012462397,0.20440555386956694,0.36961012601688764,0.20132132320632729,0.751607869508242,0.5741143489752237
Ukraine,UKR,0.3351095831542759,0.5105010419508083,0.4948113720223684,0.4041779130835059,0.3577100144837575,0.6396589931444313
United Arab Emirates,ARE,0.7312287197117451,0.6766660511496146,0.7619750043760243,0.39424183457828554,0.5234973101593213,0.4907827638068376
United Kingdom,GBR,0.8405408085683118,0.8059238878969766,0.8663595093966596,0.8500460318456677,0.12174546520449686,0.2645033113651604
United States of America,USA,0.8122111665730058,0.6682792684508494,0.8694452305020336,0.800127633753897,0.2100187943996138,0.11217713483594882
Uruguay,URY,0.814660672374467,0.8323741956456621,0.5442322924995535,0.7828395371707154,0.08723446444582386,0.1731397934124002
Uzbekistan,UZB,0.275296684407127,0.47187809111581086,0.412863663294978,0.18932165798338668,0.6795253120904889,0.8903528269397458
Vanuatu,VUT,0.6918316749859509,0.49573013336301197,0.12106530420483909,0.7743016759776536,0.4518113318159873,0.3207743276601273
Venezuela,VEN,0.022250504115566425,0.42420684280786775,0.15376966909637857,0.11453037055635762,0.9441987378439892,0.9130622322793405
Vietnam,VNM,0.341634987273148,0.6268554444180722,0.7245154850173703,0.26339108237608017,0.3027363956134906,0.6691502690751799
Yemen,YEM,0.043185349244653067,0.13983612584219068,0.31423222155606745,0.1817159416650974,0.9445996275605214,0.8320377977239576
Zambia,ZMB,0.4543386995471224,0.27686225971546025,0.2556546670914304,0.49878120226811457,0.5125741430443479,0.5444254002277485
Zimbabwe,ZWE,0.15098343856401442,0.16302955623336235,0.21413589507068037,0.23957483313455946,0.7794028898544727,0.7177726410751498
